review_text,rating,word_count,is_fake,is_duplicate,emojis,sentiment,scores,compound,label,review_len
Awesome speaker in this price range,5.0,6,0,1,,Positive,"{'neg': 0.0, 'neu': 0.549, 'pos': 0.451, 'compound': 0.6249}",0.6249,2,6
Not advisable to buy..poor quality!,1.0,5,0,1,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,5
"Superb delivery! काल ऑर्डर केलं आणि आज मिळालं, fast service.",5.0,10,0,0,,Positive,"{'neg': 0.0, 'neu': 0.672, 'pos': 0.328, 'compound': 0.6588}",0.6588,2,10
Good product value for money,4.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 0.361, 'pos': 0.639, 'compound': 0.6486}",0.6486,2,5
best print at low cost : ),5.0,7,0,1,,Positive,"{'neg': 0.226, 'neu': 0.323, 'pos': 0.452, 'compound': 0.4767}",0.4767,2,7
HP Sells Ink & Head and not Printer,1.0,8,0,1,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,8
Avg product,2.0,2,0,1,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,2
Happy to purchase,5.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 0.351, 'pos': 0.649, 'compound': 0.5719}",0.5719,2,3
nice feeling,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5106}",0.5106,2,2
Thank you flipkart,5.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 0.444, 'pos': 0.556, 'compound': 0.3612}",0.3612,2,3
Do not buy this router.,1.0,5,0,1,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,5
Review,5.0,1,1,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,1
Nice and superb,5.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 0.127, 'pos': 0.873, 'compound': 0.7845}",0.7845,2,3
"Average product, किंमत थोडी जास्त आहे (price is high).",3.0,9,0,0,,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1,9
Worth the price - room for improvement and software upgrade,4.0,10,0,1,,Positive,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.5994}",0.5994,2,10
The best at the price point,5.0,6,0,1,,Positive,"{'neg': 0.0, 'neu': 0.543, 'pos': 0.457, 'compound': 0.6369}",0.6369,2,6
"Fast Shipping, Genuine product",5.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,4
Average,3.0,1,0,1,,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1,1
Very Less Pages,1.0,3,0,1,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,3
Awesome Both Product & Service...,5.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 0.423, 'pos': 0.577, 'compound': 0.6249}",0.6249,2,5
Best in the market,5.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.6369}",0.6369,2,4
Budget one,4.0,2,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,2
IFB Dishwasher,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,2
Excellent for the price.,5.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.448, 'pos': 0.552, 'compound': 0.5719}",0.5719,2,4
"I love flipkart,this soldring iron is best",5.0,7,0,1,,Positive,"{'neg': 0.0, 'neu': 0.323, 'pos': 0.677, 'compound': 0.8555}",0.8555,2,7
Low quality product,1.0,3,0,1,,Negative,"{'neg': 0.512, 'neu': 0.488, 'pos': 0.0, 'compound': -0.2732}",-0.2732,0,3
great deal at this price,5.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 0.494, 'pos': 0.506, 'compound': 0.6249}",0.6249,2,5
Livepure Pep Pro++ 7L RO +UV +UF,5.0,7,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,7
Excellent one,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.213, 'pos': 0.787, 'compound': 0.5719}",0.5719,2,2
Perfect product and ideal!!,4.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.207, 'pos': 0.793, 'compound': 0.8264}",0.8264,2,4
Micro tech invetor,1.0,3,0,1,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,3
This is early review.. will update later,5.0,7,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,7
Best in Class,4.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 0.323, 'pos': 0.677, 'compound': 0.6369}",0.6369,2,3
study table,4.0,2,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,2
"मला हे खूप आवडलं, धन्यवाद फ्लिपकार्ट!",5.0,6,0,0,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,6
Bajaj GX 1 Mixer Grinder,1.0,5,0,1,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,5
Hp 46 cartridge,4.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,3
"Simple , Value for money",5.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.34}",0.34,2,5
Really Great product.,5.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 0.313, 'pos': 0.687, 'compound': 0.659}",0.659,2,3
"पैसे की बर्बादी है, मत लेना कोई भी।",1.0,8,0,0,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,8
Bad quality,2.0,2,0,1,,Negative,"{'neg': 0.778, 'neu': 0.222, 'pos': 0.0, 'compound': -0.5423}",-0.5423,0,2
its not bad,3.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 0.412, 'pos': 0.588, 'compound': 0.431}",0.431,2,3
Best in the market! Have a look at description for details,5.0,11,0,1,,Positive,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.6696}",0.6696,2,11
Satisfied!,4.0,1,0,1,,Positive,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4753}",0.4753,2,1
The dlink product is good to purchase,3.0,7,0,1,,Positive,"{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.4404}",0.4404,2,7
no 1 worst product,1.0,4,0,1,,Negative,"{'neg': 0.863, 'neu': 0.137, 'pos': 0.0, 'compound': -0.743}",-0.743,0,4
Worth every penny & Brilliant,5.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 0.26, 'pos': 0.74, 'compound': 0.6908}",0.6908,2,5
Perfect near the dinner table of a small family.,5.0,9,0,1,,Positive,"{'neg': 0.0, 'neu': 0.654, 'pos': 0.346, 'compound': 0.5719}",0.5719,2,9
Not a full smart tv,3.0,5,0,1,,Negative,"{'neg': 0.429, 'neu': 0.571, 'pos': 0.0, 'compound': -0.3089}",-0.3089,0,5
Very much safisfactory product.,5.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,4
Full disappointed Ã°ÂÂÂ¡,1.0,3,0,0,,Negative,"{'neg': 0.608, 'neu': 0.392, 'pos': 0.0, 'compound': -0.4767}",-0.4767,0,3
Good product..,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,2,2
"product okk hai, but delivery was slow 😕",3.0,8,0,0,😕,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1,8
value for money,5.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}",0.34,2,3
8 hrs backup for what capacity battery?,5.0,7,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,7
Kitchen friend,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.238, 'pos': 0.762, 'compound': 0.4939}",0.4939,2,2
Best to Buy From Flipkart,5.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.6369}",0.6369,2,5
"The product is okay, but the delivery was delayed by a few days. 🚚⌛",3.0,14,0,0,🚚⌛,Negative,"{'neg': 0.159, 'neu': 0.743, 'pos': 0.098, 'compound': -0.2263}",-0.2263,0,14
This item is very bad and not useful,2.0,8,0,1,,Negative,"{'neg': 0.508, 'neu': 0.492, 'pos': 0.0, 'compound': -0.7351}",-0.7351,0,8
Best Buy for a Beginner,5.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.6369}",0.6369,2,5
Only 30 mbps  transfer speed,1.0,5,0,1,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,5
"बकवास है, दो दिन में टूट गया।",1.0,7,0,0,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,7
"The BEST ""Regular TV"" for a ""Non-Smart"" experience!",4.0,8,0,1,,Positive,"{'neg': 0.0, 'neu': 0.535, 'pos': 0.465, 'compound': 0.7371}",0.7371,2,8
"Overall average product, but Built Quality could have been better..",3.0,10,0,1,,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1,10
"बहुत फास्ट डिलीवरी हुई, मजा आ गया!",5.0,7,0,0,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,7
Fabulous till now !,5.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.351, 'pos': 0.649, 'compound': 0.5707}",0.5707,2,4
Nice and Useful Product,4.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.26, 'pos': 0.74, 'compound': 0.6908}",0.6908,2,4
"अंदर काफी कम जगह है, छोटा है।",2.0,7,0,0,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,7
Great product,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.6249,2,2
Gud Product Hatsoff to flipkart,4.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,5
Fabulous product,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.227, 'pos': 0.773, 'compound': 0.5267}",0.5267,2,2
"3rd class , cheap product , don't buy",1.0,8,0,1,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,8
"Bad quality, drivers faililng within 2 weeks of usage",2.0,9,0,1,,Negative,"{'neg': 0.333, 'neu': 0.667, 'pos': 0.0, 'compound': -0.5423}",-0.5423,0,9
Good enough,4.0,2,0,1,,Positive,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,2,2
Good Product,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,2,2
Not as expected it to be. may be upgrade can make it better,3.0,13,0,1,,Positive,"{'neg': 0.0, 'neu': 0.805, 'pos': 0.195, 'compound': 0.4404}",0.4404,2,13
Amazing product,4.0,2,0,1,,Positive,"{'neg': 0.0, 'neu': 0.208, 'pos': 0.792, 'compound': 0.5859}",0.5859,2,2
Worst flipkart service,1.0,3,0,1,,Negative,"{'neg': 0.672, 'neu': 0.328, 'pos': 0.0, 'compound': -0.6249}",-0.6249,0,3
incomplete item received,1.0,3,0,1,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,3
Nice product at awesome price.,4.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 0.303, 'pos': 0.697, 'compound': 0.7845}",0.7845,2,5
best juicer,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.192, 'pos': 0.808, 'compound': 0.6369}",0.6369,2,2
Good. BT bowls are too short,3.0,6,0,1,,Positive,"{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.4404}",0.4404,2,6
"RISKY INVESTMENT...FULL OF BUGS, LAGS & HANGS!!",2.0,7,0,1,,Negative,"{'neg': 0.55, 'neu': 0.45, 'pos': 0.0, 'compound': -0.5972}",-0.5972,0,7
NICE FOOD PROCESSOR,5.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.4215}",0.4215,2,3
Fab cooler,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.25, 'pos': 0.75, 'compound': 0.4588}",0.4588,2,2
Good set of features,5.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",0.4404,2,4
bajaj mixer grinder,4.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,3
good quality product at a great price,5.0,7,0,1,,Positive,"{'neg': 0.0, 'neu': 0.364, 'pos': 0.636, 'compound': 0.7906}",0.7906,2,7
"सर्वोत्कृष्ट उत्पादन, ५ स्टार!",5.0,4,0,0,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,4
Awesome Juicer. Value for money,5.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 0.316, 'pos': 0.684, 'compound': 0.7579}",0.7579,2,5
Love this product very much,5.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.6369}",0.6369,2,5
"दूसरी जगह सस्ता मिल रहा है, यहाँ नहीं।",2.0,8,0,0,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,8
Fabulous!!!,5.0,1,1,1,,Positive,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.6458}",0.6458,2,1
About product,1.0,2,0,1,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,2
A very nice product,4.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.393, 'pos': 0.607, 'compound': 0.4754}",0.4754,2,4
Door is bad,3.0,3,0,1,,Negative,"{'neg': 0.636, 'neu': 0.364, 'pos': 0.0, 'compound': -0.5423}",-0.5423,0,3
Good Football,4.0,2,0,1,,Positive,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,2,2
Very good product,5.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.4927}",0.4927,2,3
best decided for it.,5.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.6369}",0.6369,2,4
Sound is not upto the Mark!,1.0,6,0,1,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,6
Good product - enhances range,5.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",0.4404,2,5
Mast,5.0,1,1,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,1
Mind-blowing purchase Good product and quality,5.0,6,0,1,,Positive,"{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.4404}",0.4404,2,6
item looking good but it was not full as describe in detail,4.0,12,0,1,,Positive,"{'neg': 0.0, 'neu': 0.849, 'pos': 0.151, 'compound': 0.2382}",0.2382,2,12
bad service,1.0,2,0,1,,Negative,"{'neg': 0.778, 'neu': 0.222, 'pos': 0.0, 'compound': -0.5423}",-0.5423,0,2
good quality and value for money.,4.0,6,0,1,,Positive,"{'neg': 0.0, 'neu': 0.43, 'pos': 0.57, 'compound': 0.6486}",0.6486,2,6
NICE PRODUCT IN THIS PRICE,4.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.4215}",0.4215,2,5
product  looking very nice & strong quality,5.0,7,0,1,,Positive,"{'neg': 0.0, 'neu': 0.375, 'pos': 0.625, 'compound': 0.7698}",0.7698,2,7
Best Laptop Ever Budget Gaming,5.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.6369}",0.6369,2,5
Another nice Google product!,5.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.492, 'pos': 0.508, 'compound': 0.4753}",0.4753,2,4
nivia storm football,5.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,3
Inverter,5.0,1,1,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,1
Excellent Dishwasher,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.213, 'pos': 0.787, 'compound': 0.5719}",0.5719,2,2
Best Deal in Market !!,5.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.6988}",0.6988,2,5
WOW PRODUCT IF YOU WANT TO SEE YOUR OWN DREAMS IN THIS TV!,5.0,13,0,1,,Positive,"{'neg': 0.0, 'neu': 0.553, 'pos': 0.447, 'compound': 0.7959}",0.7959,2,13
Super!,5.0,1,1,1,,Positive,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.636}",0.636,2,1
Best product and service,5.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.6369}",0.6369,2,4
"कम्फर्टेबल आहे, पाय दुखत नाहीत.",5.0,5,0,0,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,5
Bajaj GX1 500 W Mixer Grinder,3.0,6,0,1,,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1,6
Looking good,4.0,2,0,1,,Positive,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,2,2
Defective Item Sent,1.0,3,0,1,,Negative,"{'neg': 0.592, 'neu': 0.408, 'pos': 0.0, 'compound': -0.4404}",-0.4404,0,3
Best Buy,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.192, 'pos': 0.808, 'compound': 0.6369}",0.6369,2,2
Worst experience ever! Faulty Machine & zero response from f,1.0,10,0,1,,Negative,"{'neg': 0.527, 'neu': 0.473, 'pos': 0.0, 'compound': -0.7712}",-0.7712,0,10
Very Good Router,5.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.4927}",0.4927,2,3
Ok kind of cooler..not effective in hot conditions,3.0,8,0,1,,Positive,"{'neg': 0.0, 'neu': 0.531, 'pos': 0.469, 'compound': 0.6486}",0.6486,2,8
bad quality product,1.0,3,0,1,,Negative,"{'neg': 0.636, 'neu': 0.364, 'pos': 0.0, 'compound': -0.5423}",-0.5423,0,3
Wonderful Product,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.213, 'pos': 0.787, 'compound': 0.5719}",0.5719,2,2
Superb value for money product,5.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 0.316, 'pos': 0.684, 'compound': 0.7579}",0.7579,2,5
Ok. for the price,4.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.577, 'pos': 0.423, 'compound': 0.296}",0.296,2,4
Bad Quality,2.0,2,0,1,,Negative,"{'neg': 0.778, 'neu': 0.222, 'pos': 0.0, 'compound': -0.5423}",-0.5423,0,2
Awesome Microwave with Best price,5.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 0.265, 'pos': 0.735, 'compound': 0.8519}",0.8519,2,5
Awesome...Best For Beginner's!!!!!!!!,5.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,3
"कलर और डिजाइन मस्त है, एकदम जबरदस्त!",5.0,7,0,0,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,7
Terrible product from google,1.0,4,0,1,,Negative,"{'neg': 0.508, 'neu': 0.492, 'pos': 0.0, 'compound': -0.4767}",-0.4767,0,4
ALL GOOD,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,2,2
Sound over Bluetooth cracks sometimes....,3.0,5,0,1,,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1,5
Mind blowing purchase,5.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,3
Otg,5.0,1,1,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,1
"Compact, value for money",5.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.34}",0.34,2,4
A good gift !,5.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.7263}",0.7263,2,4
Perfect juicer for vegetables and fruits.,5.0,6,0,1,,Positive,"{'neg': 0.0, 'neu': 0.575, 'pos': 0.425, 'compound': 0.5719}",0.5719,2,6
PRODUCT IS GOOD.SELLER is CHEATING.FLIPKART Service TOO SLOW,4.0,8,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,8
In 5 days the item stopped working,3.0,7,0,1,,Negative,"{'neg': 0.275, 'neu': 0.725, 'pos': 0.0, 'compound': -0.2263}",-0.2263,0,7
Excellent / supernb,5.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 0.213, 'pos': 0.787, 'compound': 0.5719}",0.5719,2,3
नेटवर्क कवरेज अच्छा नहीं है घर के अंदर।,2.0,8,0,0,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,8
Super,5.0,1,1,1,,Positive,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5994}",0.5994,2,1
Great Deal,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.6249,2,2
9838797786,5.0,1,1,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,1
Football,3.0,1,0,1,,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1,1
Worthy...,4.0,1,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,1
Will print maximum 100 pages,2.0,5,0,1,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,5
"खराब पॅकेजिंग, बॉक्स तुटलेला होता.",1.0,5,0,0,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,5
Poor quality,1.0,2,0,1,,Negative,"{'neg': 0.756, 'neu': 0.244, 'pos': 0.0, 'compound': -0.4767}",-0.4767,0,2
Excellent Print Jobs!,5.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 0.334, 'pos': 0.666, 'compound': 0.6114}",0.6114,2,3
Issue With Range,3.0,3,0,1,,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1,3
Simply awesome,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.6249,2,2
Water Purifier,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,2
Best food processor,5.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 0.323, 'pos': 0.677, 'compound': 0.6369}",0.6369,2,3
Decent product - to buy only if you have WiFi router at Home,3.0,13,0,1,,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1,13
"डिलीवरी बहुत लेट हुई, सर्विस खराब है।",2.0,7,0,0,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,7
"बकवास प्रॉडक्ट, वापरून बघा नका! 😡",1.0,6,0,0,😡,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,6
tough but not like the pic shown here !!,4.0,9,0,1,,Positive,"{'neg': 0.391, 'neu': 0.609, 'pos': 0.0, 'compound': -0.5422}",-0.5422,2,9
"product mast hai,but delivery late hui 😡",3.0,7,0,0,😡,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1,7
only for rich kids,3.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.5574}",0.5574,2,4
Overall,4.0,1,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,1
"Highly recommended, amazing product by Google",5.0,6,0,1,,Positive,"{'neg': 0.0, 'neu': 0.393, 'pos': 0.607, 'compound': 0.7328}",0.7328,2,6
good product excellent service.,4.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.233, 'pos': 0.767, 'compound': 0.765}",0.765,2,4
Good Delivery and product,5.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",0.4404,2,4
NYC one product from Philips,5.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,5
Value for money,5.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}",0.34,2,3
BISHNU SAHIBGANJ JH,5.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,3
"USELESS PRODUCT, WORST.....",1.0,3,0,1,,Negative,"{'neg': 0.583, 'neu': 0.417, 'pos': 0.0, 'compound': -0.4215}",-0.4215,0,3
Its Awesome !,5.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 0.185, 'pos': 0.815, 'compound': 0.6588}",0.6588,2,3
Different type of football,3.0,4,0,1,,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1,4
Super! Worth it !,5.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.135, 'pos': 0.865, 'compound': 0.7494}",0.7494,2,4
Wow,5.0,1,1,1,,Positive,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5859}",0.5859,2,1
Good and Worthful,5.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}",0.4404,2,3
